 DATE       TIME          LONG   LAT   DEPTH STK DP  RKE Mom      Mw   CMTNAME
 2019/08/01  18:28:07.3  -72.24 -34.32   25.0  19 14  106 1.9e+26  6.78 201908011828A  
 2019/08/02  12:03:27.0  104.85  -7.40   51.9 200 45   55 2.7e+26  6.88 201908021203A  
 2019/08/27  23:55:19.2  -25.82 -60.54   28.6 337 62  166 8.9e+25  6.56 201908272355A  
 2019/09/01  15:54:20.4 -178.51 -20.40  613.8 233 16  -78 1.3e+26  6.67 201909011554A  
 2019/09/29  15:57:53.2  -73.10 -35.56   16.7  16 12  106 1.5e+26  6.72 201909291557A  
 2019/10/29  01:04:43.9  125.05   6.87   18.0 323 81    5 1.0e+26  6.60 201910290104A  
 2019/11/04  22:43:32.3 -175.35 -18.38   12.2 287 88 -180 1.1e+26  6.64 201911042243A  
 2019/11/08  10:44:44.3 -179.42 -21.94  599.2 114 17 -172 8.4e+25  6.55 201911081044A  
 2019/11/14  16:17:40.6  126.32   1.66   29.6  15 39   67 5.4e+26  7.09 201911141617A  
 2019/12/15  06:11:51.2  125.14   6.72   12.0 320 74   13 1.6e+26  6.73 201912150611A  
 2020/01/24  17:55:14.1   39.02  38.29   12.0 245 67  -10 1.8e+26  6.76 202001241755A  
 2020/01/28  19:10:24.9  -79.55  19.33   23.9 347 85 -177 4.3e+27  7.69 202001281910A  
 2020/02/13  10:33:44.5  148.94  45.42  150.9 100 15  -50 3.6e+26  6.97 202002131033B  
 2020/03/25  02:49:21.2  157.87  49.11   52.6  32 43  103 2.1e+27  7.47 202003250249A  
 2020/04/18  08:25:37.0  140.08  27.12  455.0 125 53 -133 9.7e+25  6.59 202004180825A  
 2020/05/02  12:51:05.6   25.64  34.05   12.0 258 23   72 1.0e+26  6.60 202005021251A  
 2020/05/06  13:53:55.9  129.88  -6.82  113.0  93 51   41 2.3e+26  6.84 202005061353A  
 2020/05/12  22:41:12.2  166.42 -12.14  126.3 333 40   78 8.7e+25  6.56 202005122241A  
 2020/06/03  07:35:36.4  -68.44 -23.22  108.6 155 30  -88 1.9e+26  6.79 202006030735A  
 2020/06/04  08:49:40.4  128.15   2.98  121.3 126 55   12 7.2e+25  6.50 202006040849A  
 2020/06/13  15:51:24.1  128.38  28.79  170.9 124 38 -146 1.3e+26  6.67 202006131551A  
 2020/06/18  12:49:53.8 -177.55 -33.39   37.1 124 66 -160 1.6e+27  7.39 202006181249A  
 2020/06/23  15:29:04.3  -96.07  16.02   21.5 268 16   61 1.5e+27  7.37 202006231529A  
 2020/07/06  22:54:47.5  110.55  -5.69  535.0  92 37 -124 1.3e+26  6.67 202007062254A  
 2020/07/17  02:50:22.2  147.74  -7.84   71.6  52 30  -10 5.3e+26  7.08 202007170250A  
 2020/07/22  06:12:44.7 -159.28  54.83   36.3 243 17   92 7.4e+27  7.84 202007220612A  
 2020/08/18  00:03:48.6  123.98  12.04   12.0 323 87    1 1.1e+26  6.62 202008180003A  
 2020/08/18  22:23:59.5  100.99  -4.56   23.0 321 17  105 1.3e+26  6.68 202008182223A  
 2020/08/18  22:29:24.7  100.86  -4.47   25.0 328 11  112 3.5e+26  6.96 202008182229A  
 2020/08/21  04:09:51.9  123.52  -6.64  636.6  85 45  -73 2.8e+26  6.89 202008210409A  
 2020/08/30  21:20:29.8  -29.99   0.84   17.1 175 77  -13 7.5e+25  6.51 202008302120A  
 2020/09/01  04:09:28.5  -71.41 -28.01   34.4  15 24  112 2.5e+26  6.86 202009010409A  
 2020/09/06  06:51:19.1  -37.18   7.79   12.0 183 83   -1 1.0e+26  6.61 202009060651A  
 2020/09/18  21:43:59.0  -26.91   0.94   13.8 176 81    3 2.5e+26  6.86 202009182143A  
 2020/10/01  01:13:36.5 -173.79 -19.40   42.4 313 29   48 7.7e+25  6.52 202010010113A  
 2020/10/19  20:54:39.0 -159.70  54.48   37.4 350 49  176 2.9e+27  7.58 202010192054A  
 2020/10/30  11:51:27.4   26.63  37.78   12.0 276 34  -90 3.9e+26  6.99 202010301151A  
 2020/12/27  21:39:14.8  -75.26 -39.58   12.0   1 43 -109 1.4e+26  6.70 202012272139A 
 2021/01/11  21:32:59.0  100.39  51.31   14.3 354 45 -143 2.0e+26  6.79 202101112132A  
 2021/01/21  12:23:05.8  127.33   5.05  104.4 343 29   68 3.8e+26  6.98 202101211223A  
 2021/01/23  23:36:50.8  -55.35 -61.88   12.0  16 47 -123 3.0e+26  6.91 202101232336A  
 2021/02/03  05:23:44.3  -98.63 -36.38   18.1  93 77  175 9.7e+25  6.59 202102030523A  
 2021/02/10  13:20:00.1  171.59 -22.96   21.8 279 23  101 4.0e+27  7.67 202102101319A  
 2021/02/13  14:07:49.7  141.63  37.60   50.7  28 38  103 5.8e+26  7.11 202102131407A  
 2021/03/04  13:27:36.5  179.87 -37.36   52.1 308 81  173 8.8e+26  7.23 202103041327A  
 2021/03/04  17:41:25.6 -177.03 -29.58   41.4 197 27   95 1.8e+27  7.43 202103041741A  
 2021/03/04  19:28:27.0 -176.77 -29.11   36.6 199 19   96 1.6e+28  8.07 202103041928A  
 2021/03/04  23:12:57.5 -176.16 -28.49   29.0 196 30   90 1.6e+26  6.73 202103042312A  
 2021/03/16  18:38:22.9  163.42  54.73   19.4 337 70  170 9.4e+25  6.58 202103161838A  
 2021/03/20  09:09:45.3  141.79  38.39   52.3 191 21   81 5.1e+26  7.07 202103200909A  
 2021/04/03  01:16:39.9   -7.61 -58.02   13.5 252 85    0 1.1e+26  6.62 202104030116A  
 2021/04/24  00:23:38.1 -176.13 -18.91  315.4  52 14   84 7.9e+25  6.53 202104240023A  
 2021/04/25  22:28:00.7 -176.87 -21.70  247.9 112 34  177 7.2e+25  6.50 202104252228A  
 2021/05/01  01:27:27.6  141.88  38.19   47.3 194 22   83 2.4e+26  6.85 202105010127A  
 2021/05/12  14:05:16.0   65.51 -17.60   18.7  56 77   -9 9.9e+25  6.59 202105121405A  
 2021/05/14  06:33:08.0   96.63   0.09   13.4 164 44  -50 1.5e+26  6.71 202105140633A  
 2021/05/19  00:42:20.1 -109.55 -33.41   14.6 104 77  179 1.3e+26  6.67 202105190042A  
 2021/05/21  18:04:13.7   98.46  34.65   12.0  13 81 -173 1.7e+27  7.42 202105211804A  
